,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,weekday,holiday,workingday,avg_pr,max_pr,min_pr,avg_tmp,min_tmp,max_tmp
2016-08-18,1885.0,970.0,0.0,167.0,86.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.0195,23.5,31.3
2016-08-19,1877.0,898.0,0.0,220.0,106.0,0.0,4.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.1215,23.950000000000003,31.4
2016-08-20,1082.0,659.0,0.0,102.0,76.0,0.0,3.0,2.0,0.0,5,0,1,0.0,0.0,0.0,26.951500000000003,22.950000000000003,31.3
2016-08-21,1037.0,709.0,0.0,107.0,57.0,0.0,0.0,1.0,0.0,6,0,0,2.6,8.6,0.0,27.109499999999997,24.05,31.35
2016-08-22,1862.0,857.0,1.0,206.0,105.0,0.0,2.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.17,23.75,31.4
2016-08-23,1879.0,850.0,1.0,195.0,99.0,0.0,2.0,1.0,0.0,1,0,1,0.125,0.5,0.0,27.346,24.200000000000003,31.8
2016-08-24,1826.0,865.0,0.0,207.0,110.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.44,,32.35
2016-08-25,1741.0,881.0,1.0,163.0,95.0,0.0,2.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.320999999999998,24.0,32.1
2016-08-26,1759.0,763.0,1.0,163.0,73.0,0.0,1.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.109,23.5,31.0
2016-08-27,1242.0,676.0,1.0,149.0,71.0,0.0,4.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.1225,22.9,31.15
2016-08-28,1093.0,782.0,1.0,123.0,79.0,0.0,1.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.1175,24.55,31.299999999999997
2016-08-29,1811.0,811.0,2.0,202.0,95.0,0.0,3.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.166999999999998,23.9,31.5
2016-08-30,1810.0,875.0,1.0,222.0,121.0,0.0,0.0,1.0,0.0,1,0,1,0.0,0.0,0.0,,23.049999999999997,32.5
2016-08-31,1827.0,918.0,2.0,214.0,88.0,0.0,1.0,1.0,0.0,2,0,1,0.0,0.0,0.0,,,32.3
2016-09-01,1757.0,858.0,2.0,186.0,97.0,0.0,2.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.725,24.45,32.6
2016-09-02,1695.0,833.0,2.0,174.0,123.0,0.0,2.0,0.0,0.0,4,1,0,0.0,0.0,0.0,27.607999999999997,23.6,32.55
2016-09-03,1230.0,648.0,2.0,107.0,67.0,1.0,3.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.646,24.7,32.1
2016-09-04,1077.0,730.0,3.0,111.0,71.0,0.0,3.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.6645,24.5,31.95
2016-09-05,1720.0,841.0,1.0,192.0,95.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.4795,24.450000000000003,31.6
2016-09-06,1748.0,818.0,4.0,167.0,88.0,1.0,1.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.383,24.4,31.35
2016-09-07,1252.0,723.0,2.0,121.0,55.0,1.0,3.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.1725,23.6,31.15
2016-09-08,1892.0,811.0,4.0,183.0,95.0,0.0,2.0,0.0,0.0,3,0,1,0.0,0.0,0.0,26.9705,24.4,30.799999999999997
2016-09-09,1796.0,829.0,3.0,204.0,97.0,0.0,0.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.2905,24.05,31.400000000000002
2016-09-10,1279.0,680.0,1.0,132.0,48.0,0.0,0.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.259500000000003,24.15,31.700000000000003
2016-09-11,1094.0,716.0,2.0,106.0,70.0,0.0,1.0,1.0,0.0,6,0,0,1.0,2.2,0.0,27.384500000000003,24.0,31.5
2016-09-12,1742.0,846.0,2.0,196.0,113.0,0.0,3.0,0.0,0.0,0,0,1,0.075,0.3,0.0,27.4785,24.95,31.9
2016-09-13,1843.0,878.0,4.0,204.0,94.0,0.0,0.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.5585,24.1,32.15
2016-09-14,1832.0,850.0,8.0,190.0,96.0,1.0,1.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.4285,23.9,32.1
2016-09-15,1730.0,800.0,4.0,223.0,95.0,0.0,1.0,1.0,0.0,3,0,1,0.35000000000000003,1.1,0.0,27.591500000000003,24.5,32.0
2016-09-16,1783.0,779.0,1.0,225.0,111.0,0.0,1.0,2.0,0.0,4,0,1,0.1,0.4,0.0,27.579,25.8,31.6
2016-09-17,1183.0,627.0,2.0,132.0,70.0,1.0,1.0,1.0,0.0,5,0,1,1.5,5.8,0.0,27.2105,24.6,31.15
2016-09-18,1168.0,773.0,2.0,132.0,67.0,0.0,0.0,1.0,0.0,6,0,0,0.65,2.6,0.0,27.1545,24.8,31.299999999999997
2016-09-19,1781.0,807.0,4.0,213.0,89.0,0.0,0.0,0.0,0.0,0,0,1,0.05,0.2,0.0,27.254,24.75,31.549999999999997
2016-09-20,1749.0,822.0,2.0,247.0,124.0,0.0,7.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.386999999999997,24.35,31.950000000000003
2016-09-21,1828.0,916.0,2.0,245.0,118.0,0.0,2.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.789,25.200000000000003,32.05
2016-09-22,1761.0,836.0,3.0,243.0,91.0,0.0,2.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.7,25.45,31.85
2016-09-23,1774.0,746.0,4.0,208.0,104.0,1.0,3.0,2.0,0.0,4,0,1,0.0,0.0,0.0,27.4955,25.200000000000003,31.85
2016-09-24,1183.0,703.0,2.0,142.0,98.0,0.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,26.970999999999997,24.0,31.25
2016-09-25,1187.0,786.0,4.0,153.0,94.0,0.0,0.0,0.0,0.0,6,0,0,0.075,0.3,0.0,27.197,24.45,31.200000000000003
2016-09-26,1668.0,779.0,0.0,244.0,91.0,0.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.5165,24.95,31.9
2016-09-27,1771.0,808.0,3.0,208.0,121.0,0.0,1.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.6455,23.950000000000003,32.25
2016-09-28,1837.0,908.0,4.0,230.0,115.0,0.0,0.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.811500000000002,25.5,32.0
2016-09-29,1696.0,754.0,0.0,208.0,113.0,0.0,4.0,0.0,0.0,3,0,1,0.1,0.4,0.0,27.7605,24.75,32.1
2016-09-30,1660.0,715.0,0.0,201.0,97.0,0.0,2.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.519000000000002,25.05,32.3
2016-10-01,1085.0,644.0,0.0,125.0,67.0,0.0,2.0,0.0,0.0,5,0,1,1.025,4.1,0.0,27.646500000000003,24.9,32.15
2016-10-02,930.0,613.0,1.0,100.0,73.0,0.0,0.0,1.0,0.0,6,1,0,0.6,2.4,0.0,27.964000000000002,25.75,32.1
2016-10-03,1591.0,789.0,2.0,180.0,96.0,0.0,2.0,2.0,0.0,0,0,1,0.0,0.0,0.0,28.1535,23.6,
2016-10-04,1724.0,816.0,0.0,225.0,104.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.175,25.65,
2016-10-05,1637.0,845.0,2.0,217.0,110.0,0.0,3.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.7845,24.35,32.55
2016-10-06,1581.0,806.0,3.0,201.0,89.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.54,25.15,32.3
2016-10-07,1659.0,731.0,0.0,164.0,109.0,0.0,2.0,2.0,0.0,4,0,1,0.0,0.0,0.0,27.5645,23.8,32.6
2016-10-08,1242.0,654.0,2.0,147.0,90.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.9085,24.4,32.55
2016-10-09,1080.0,744.0,4.0,111.0,94.0,0.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.0435,24.45,32.4
2016-10-10,1570.0,734.0,0.0,177.0,103.0,0.0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,28.1265,25.45,32.65
2016-10-11,1651.0,791.0,0.0,207.0,81.0,0.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.0825,24.5,32.650000000000006
2016-10-12,1167.0,729.0,2.0,145.0,98.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.7915,24.35,32.35
2016-10-13,1617.0,759.0,0.0,150.0,101.0,0.0,2.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.892,24.85,32.25
2016-10-14,1602.0,731.0,0.0,194.0,70.0,0.0,1.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.070999999999998,25.1,32.7
2016-10-15,1154.0,621.0,1.0,154.0,59.0,0.0,1.0,0.0,0.0,5,1,0,0.0,0.0,0.0,28.256,24.5,
2016-10-16,1064.0,701.0,5.0,106.0,59.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,28.011,24.45,33.3
2016-10-17,1547.0,736.0,0.0,148.0,74.0,0.0,2.0,0.0,0.0,0,1,0,0.0,0.0,0.0,28.029,23.85,32.6
2016-10-18,1611.0,753.0,0.0,163.0,103.0,0.0,3.0,0.0,1.0,1,0,1,0.0,0.0,0.0,28.005000000000003,25.35,32.3
2016-10-19,1585.0,764.0,1.0,170.0,83.0,0.0,2.0,0.0,0.0,2,0,1,0.05,0.2,0.0,27.1,24.3,32.0
2016-10-20,1519.0,698.0,1.0,167.0,76.0,0.0,0.0,2.0,0.0,3,0,1,0.8500000000000001,1.8,0.0,27.261999999999997,25.0,32.15
2016-10-21,1526.0,707.0,0.0,134.0,66.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.8415,25.5,32.2
2016-10-22,1123.0,573.0,3.0,97.0,43.0,0.0,4.0,2.0,0.0,5,0,1,0.225,0.9,0.0,27.666999999999998,25.1,32.25
2016-10-23,1032.0,657.0,4.0,102.0,56.0,0.0,1.0,0.0,0.0,6,0,0,0.05,0.2,0.0,28.2045,25.5,32.5
2016-10-24,1369.0,737.0,3.0,150.0,65.0,0.0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.935499999999998,25.65,32.2
2016-10-25,1489.0,706.0,1.0,139.0,65.0,0.0,1.0,1.0,0.0,1,0,1,1.4249999999999998,3.0,0.0,27.9625,25.0,32.150000000000006
2016-10-26,1542.0,663.0,0.0,254.0,131.0,0.0,2.0,2.0,0.0,2,0,1,0.0,0.0,0.0,28.022,25.45,32.25
2016-10-27,1557.0,708.0,0.0,140.0,75.0,0.0,1.0,1.0,0.0,3,0,1,0.0,0.0,0.0,28.0455,25.55,32.3
2016-10-28,1444.0,674.0,1.0,160.0,85.0,0.0,0.0,1.0,0.0,4,1,0,0.0,0.0,0.0,28.114,25.7,32.3
2016-10-29,1140.0,536.0,3.0,102.0,59.0,0.0,0.0,2.0,0.0,5,0,1,0.0,0.0,0.0,28.146500000000003,25.6,32.5
2016-10-30,948.0,649.0,2.0,83.0,44.0,0.0,3.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.261,25.0,32.849999999999994
2016-10-31,1542.0,612.0,2.0,153.0,71.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.329,25.95,32.6
2016-11-01,1531.0,652.0,3.0,163.0,70.0,0.0,1.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.3,26.15,32.8
2016-11-02,1096.0,737.0,0.0,81.0,75.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,28.311999999999998,25.05,33.1
2016-11-03,1535.0,633.0,4.0,158.0,66.0,0.0,1.0,0.0,0.0,3,0,1,0.0,0.0,0.0,28.588,25.05,
2016-11-04,1533.0,581.0,1.0,167.0,63.0,0.0,1.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.604999999999997,24.65,32.4
2016-11-05,972.0,434.0,0.0,80.0,30.0,0.0,0.0,1.0,0.0,5,0,1,0.0,0.0,0.0,28.038,25.6,32.6
2016-11-06,940.0,589.0,1.0,99.0,44.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.225,25.6,32.5
2016-11-07,1431.0,615.0,3.0,104.0,47.0,1.0,2.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.0415,26.0,32.349999999999994
2016-11-08,1397.0,602.0,6.0,126.0,57.0,0.0,1.0,0.0,0.0,1,0,1,0.9,2.0,0.0,27.744,25.55,32.05
2016-11-09,1363.0,619.0,0.0,133.0,70.0,0.0,2.0,0.0,0.0,2,0,1,1.8250000000000002,4.0,0.0,27.8475,25.450000000000003,31.8
2016-11-10,1506.0,615.0,3.0,161.0,65.0,0.0,4.0,1.0,0.0,3,0,1,0.3,1.2,0.0,28.134,25.95,32.1
2016-11-11,1427.0,599.0,0.0,133.0,48.0,0.0,2.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.133499999999998,25.9,32.3
2016-11-12,1104.0,531.0,1.0,107.0,55.0,1.0,3.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.970999999999997,25.799999999999997,32.65
2016-11-13,981.0,565.0,3.0,106.0,64.0,0.0,1.0,1.0,0.0,6,0,0,0.0,0.0,0.0,27.93,24.15,32.2
2016-11-14,1624.0,777.0,1.0,167.0,97.0,0.0,2.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.149,25.700000000000003,32.1
2016-11-15,1079.0,656.0,4.0,102.0,95.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,27.8765,26.15,31.6
2016-11-16,1642.0,673.0,2.0,178.0,72.0,2.0,0.0,0.0,0.0,2,0,1,0.325,1.3,0.0,27.740499999999997,24.950000000000003,32.1
2016-11-17,1636.0,705.0,2.0,171.0,94.0,0.0,2.0,1.0,0.0,3,0,1,0.75,3.0,0.0,28.011499999999998,25.5,32.650000000000006
2016-11-18,1561.0,603.0,3.0,186.0,64.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.32,25.85,32.6
2016-11-19,1130.0,480.0,0.0,130.0,54.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.346,26.1,32.6
2016-11-20,962.0,549.0,4.0,103.0,50.0,1.0,3.0,1.0,0.0,6,1,0,0.0,0.0,0.0,28.189999999999998,26.0,32.5
2016-11-21,1276.0,577.0,0.0,143.0,79.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.467,25.75,33.1
2016-11-22,1571.0,707.0,1.0,180.0,69.0,0.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.519,26.4,32.849999999999994
2016-11-23,1434.0,615.0,2.0,141.0,60.0,1.0,2.0,1.0,0.0,2,0,1,0.0,0.0,0.0,28.561999999999998,26.2,32.85
2016-11-24,1436.0,655.0,2.0,136.0,72.0,0.0,0.0,2.0,0.0,3,0,1,0.0,0.0,0.0,,26.2,33.2
2016-11-25,1388.0,550.0,3.0,167.0,84.0,1.0,1.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.560499999999998,26.1,33.1
2016-11-26,966.0,498.0,2.0,115.0,44.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.3075,26.1,32.9
2016-11-27,935.0,591.0,1.0,127.0,80.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.3125,25.6,32.900000000000006
2016-11-28,1340.0,592.0,0.0,174.0,85.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.092,24.65,32.55
2016-11-29,1298.0,579.0,3.0,128.0,66.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.384500000000003,26.3,32.5
2016-11-30,1300.0,643.0,2.0,137.0,77.0,0.0,1.0,0.0,0.0,2,0,1,0.0,0.0,0.0,28.4615,26.15,32.5
2016-12-01,1258.0,573.0,1.0,151.0,79.0,0.0,2.0,0.0,0.0,3,0,1,0.0,0.0,0.0,28.467,26.1,32.8
2016-12-02,1248.0,460.0,1.0,156.0,61.0,0.0,3.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.4355,25.95,33.099999999999994
2016-12-03,855.0,377.0,1.0,118.0,42.0,0.0,2.0,1.0,0.0,5,0,1,0.0,0.0,0.0,28.304000000000002,26.2,32.95
2016-12-04,826.0,492.0,2.0,117.0,60.0,0.0,1.0,2.0,0.0,6,0,0,0.0,0.0,0.0,28.173499999999997,24.700000000000003,32.849999999999994
2016-12-05,1285.0,590.0,1.0,118.0,68.0,0.0,1.0,2.0,0.0,0,0,1,0.0,0.0,0.0,28.119500000000002,24.950000000000003,32.75
2016-12-06,1283.0,515.0,0.0,154.0,67.0,0.0,9.0,1.0,0.0,1,1,0,0.0,0.0,0.0,28.380499999999998,24.9,32.85
2016-12-07,1343.0,545.0,0.0,126.0,72.0,0.0,5.0,0.0,0.0,2,0,1,0.0,0.0,0.0,28.664,26.15,32.8
2016-12-08,1197.0,490.0,0.0,122.0,61.0,0.0,0.0,1.0,0.0,3,0,1,0.0,0.0,0.0,28.654,26.0,33.15
2016-12-09,1158.0,471.0,0.0,149.0,48.0,0.0,3.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.689,26.35,33.0
2016-12-10,806.0,370.0,0.0,80.0,46.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,0.0,28.616,26.15,32.85
2016-12-11,778.0,504.0,1.0,89.0,61.0,0.0,3.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.4655,24.9,32.8
2016-12-12,1143.0,529.0,1.0,121.0,64.0,0.0,3.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.244500000000002,26.299999999999997,32.55
2016-12-13,1097.0,540.0,1.0,94.0,59.0,0.0,1.0,0.0,0.0,1,0,1,1.9333333333333333,4.0,0.0,28.037,25.549999999999997,32.35
2016-12-14,1131.0,505.0,1.0,146.0,79.0,0.0,0.0,0.0,0.0,2,0,1,0.09999999999999999,0.3,0.0,27.8435,24.7,32.0
2016-12-15,,,,,,,,,,3,0,1,0.7,1.8,0.0,27.531,25.35,31.7
2016-12-16,,,,,,,,,,4,0,1,1.05,3.7,0.0,28.012999999999998,24.35,31.7
2016-12-17,,,,,,,,,,5,0,1,0.0,0.0,0.0,28.454,25.700000000000003,31.2
2016-12-18,,,,,,,,,,6,0,0,18.925,32.4,0.0,27.8,22.6,31.4
2016-12-19,,,,,,,,,,0,0,1,2.55,9.2,0.0,28.188000000000002,24.35,32.3
2016-12-20,,,,,,,,,,1,0,1,0.0,0.0,0.0,28.3825,25.45,32.75
2016-12-21,,,,,,,,,,2,0,1,0.6,1.4,0.0,28.197499999999998,26.3,32.45
2016-12-22,,,,,,,,,,3,0,1,0.75,1.7,0.0,28.445999999999998,25.9,32.6
2016-12-23,,,,,,,,,,4,0,1,0.0,0.0,0.0,28.651500000000002,25.85,33.099999999999994
2016-12-24,,,,,,,,,,5,0,1,0.95,3.8,0.0,28.296,26.1,32.4
2016-12-25,,,,,,,,,,6,1,0,0.0,0.0,0.0,28.471,26.049999999999997,32.2
2016-12-26,,,,,,,,,,0,0,1,0.0,0.0,0.0,28.586,26.45,32.900000000000006
2016-12-27,,,,,,,,,,1,0,1,0.0,0.0,0.0,28.3745,26.75,32.9
2016-12-28,,,,,,,,,,2,0,1,4.075,6.8,1.6,27.5385,24.6,31.0
2016-12-29,,,,,,,,,,3,0,1,11.55,18.2,5.0,27.94,24.5,32.4
2016-12-30,,,,,,,,,,4,0,1,3.025,6.0,0.0,28.271,24.75,32.150000000000006
2016-12-31,,,,,,,,,,5,0,1,0.0,0.0,0.0,28.164,24.35,32.4
2017-01-01,423.0,226.0,3.0,57.0,43.0,0.0,1.0,0.0,0.0,6,1,0,0.0,0.0,0.0,28.6385,25.4,32.349999999999994
2017-01-02,878.0,529.0,1.0,128.0,78.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.2175,26.25,31.900000000000002
2017-01-03,1038.0,513.0,0.0,153.0,95.0,0.0,3.0,0.0,0.0,1,1,0,0.125,0.5,0.0,27.91,26.1,31.2
2017-01-04,1079.0,517.0,3.0,163.0,88.0,0.0,1.0,1.0,0.0,2,1,0,8.5,10.4,7.0,27.863,25.15,31.4
2017-01-05,1104.0,574.0,1.0,180.0,100.0,1.0,2.0,0.0,0.0,3,1,0,3.1666666666666665,7.6,0.0,28.419,25.25,32.35
2017-01-06,996.0,503.0,2.0,122.0,61.0,0.0,2.0,3.0,0.0,4,0,1,0.1,0.4,0.0,28.3945,26.35,32.1
2017-01-07,767.0,449.0,0.0,104.0,75.0,0.0,2.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.177500000000002,25.5,30.7
2017-01-08,611.0,326.0,2.0,128.0,69.0,0.0,0.0,1.0,0.0,6,0,0,41.425,61.0,24.0,26.9695,23.7,30.3
2017-01-09,1117.0,580.0,3.0,166.0,107.0,0.0,3.0,1.0,0.0,0,0,1,2.1,5.8,0.0,27.259,24.0,31.1
2017-01-10,1178.0,626.0,2.0,207.0,103.0,0.0,3.0,0.0,0.0,1,0,1,0.3,0.5,0.0,27.454,24.25,31.8
2017-01-11,928.0,523.0,3.0,114.0,52.0,0.0,0.0,0.0,0.0,2,0,1,11.600000000000001,19.0,7.0,27.6,24.0,31.5
2017-01-12,1141.0,627.0,10.0,161.0,87.0,1.0,1.0,0.0,0.0,3,0,1,2.675,5.0,0.0,27.4525,23.85,31.4
2017-01-13,1123.0,560.0,10.0,158.0,75.0,0.0,3.0,1.0,0.0,4,0,1,0.1,0.4,0.0,27.3235,24.450000000000003,31.1
2017-01-14,846.0,457.0,2.0,127.0,78.0,0.0,1.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.192,23.799999999999997,30.65
2017-01-15,836.0,544.0,2.0,147.0,96.0,1.0,0.0,1.0,0.0,6,0,0,0.1,0.4,0.0,27.158499999999997,24.799999999999997,31.1
2017-01-16,1193.0,614.0,2.0,170.0,92.0,0.0,3.0,1.0,0.0,0,0,1,0.2,0.5,0.0,27.702,23.95,31.75
2017-01-17,1156.0,653.0,1.0,254.0,110.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.900999999999996,25.6,31.1
2017-01-18,1135.0,558.0,0.0,217.0,89.0,0.0,1.0,2.0,0.0,2,0,1,1.9,4.2,0.3,27.4155,25.25,30.3
2017-01-19,1103.0,552.0,2.0,192.0,95.0,0.0,1.0,1.0,0.0,3,0,1,12.675,16.0,8.8,27.0045,24.450000000000003,30.450000000000003
2017-01-20,1046.0,508.0,4.0,181.0,117.0,0.0,0.0,1.0,0.0,4,0,1,8.5,14.4,5.6,27.1645,24.1,31.05
2017-01-21,824.0,444.0,0.0,128.0,67.0,0.0,0.0,0.0,0.0,5,0,1,4.925,18.5,0.0,27.78,24.1,31.9
2017-01-22,692.0,484.0,1.0,140.0,84.0,0.0,1.0,1.0,0.0,6,0,0,4.324999999999999,16.4,0.0,28.005,24.75,32.05
2017-01-23,1003.0,564.0,0.0,171.0,112.0,0.0,0.0,2.0,0.0,0,0,1,0.625,1.1,0.0,28.049999999999997,24.5,31.85
2017-01-24,1161.0,614.0,2.0,206.0,99.0,0.0,0.0,0.0,0.0,1,0,1,0.05,0.2,0.0,28.2775,26.0,31.65
2017-01-25,1144.0,551.0,2.0,232.0,104.0,0.0,4.0,0.0,0.0,2,0,1,0.0,0.0,0.0,28.4045,24.8,31.950000000000003
2017-01-26,1113.0,581.0,1.0,180.0,84.0,0.0,3.0,0.0,0.0,3,0,1,0.0,0.0,0.0,28.259500000000003,26.45,31.6
2017-01-27,1086.0,501.0,3.0,150.0,93.0,0.0,2.0,1.0,0.0,4,0,1,4.275,7.0,1.3,27.490499999999997,24.25,31.15
2017-01-28,700.0,350.0,0.0,140.0,60.0,0.0,1.0,0.0,0.0,5,0,1,5.0,11.0,0.0,27.516,24.049999999999997,31.3
2017-01-29,784.0,474.0,2.0,153.0,83.0,0.0,0.0,2.0,0.0,6,0,0,7.25,17.6,0.0,27.290999999999997,24.85,31.4
2017-01-30,1120.0,495.0,2.0,187.0,102.0,0.0,0.0,0.0,0.0,0,0,1,4.8,11.0,0.0,27.7655,24.8,31.35
2017-01-31,982.0,406.0,0.0,152.0,105.0,0.0,1.0,0.0,1.0,1,0,1,12.725000000000001,29.6,0.0,27.7915,24.95,31.2
2017-02-01,884.0,396.0,1.0,127.0,67.0,0.0,4.0,1.0,1.0,2,0,1,7.225,16.5,1.0,28.0075,24.45,31.6
2017-02-02,1066.0,442.0,2.0,186.0,97.0,1.0,2.0,0.0,0.0,3,0,1,1.375,4.0,0.0,28.405,25.85,31.9
2017-02-03,1026.0,427.0,0.0,195.0,105.0,0.0,2.0,1.0,0.0,4,0,1,0.0,0.0,0.0,28.2375,25.549999999999997,32.55
2017-02-04,741.0,381.0,4.0,118.0,61.0,0.0,2.0,0.0,0.0,5,0,1,0.9,2.6,0.0,28.211,24.85,32.3
2017-02-05,725.0,436.0,4.0,126.0,72.0,0.0,2.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.272,25.0,32.6
2017-02-06,1035.0,429.0,6.0,164.0,76.0,0.0,6.0,3.0,1.0,0,0,1,0.1,0.4,0.0,28.567999999999998,25.299999999999997,32.15
2017-02-07,1008.0,508.0,0.0,163.0,143.0,0.0,1.0,1.0,0.0,1,0,1,0.0,0.0,0.0,28.708,26.9,33.0
2017-02-08,1038.0,529.0,0.0,218.0,99.0,0.0,4.0,1.0,0.0,2,0,1,0.625,1.6,0.0,28.7155,26.5,32.95
2017-02-09,1151.0,542.0,4.0,137.0,75.0,0.0,4.0,1.0,0.0,3,0,1,0.375,1.2,0.0,28.813,25.5,32.9
2017-02-10,1019.0,421.0,4.0,125.0,59.0,0.0,0.0,1.0,0.0,4,0,1,1.275,5.0,0.0,28.579,26.0,30.75
2017-02-11,546.0,281.0,1.0,92.0,38.0,0.0,1.0,0.0,0.0,5,1,0,80.47500000000001,107.8,60.6,25.74,22.65,29.4
2017-02-12,741.0,462.0,0.0,104.0,56.0,0.0,2.0,1.0,0.0,6,0,0,11.4,14.4,6.0,25.7855,23.3,29.6
2017-02-13,861.0,347.0,0.0,129.0,50.0,0.0,2.0,1.0,0.0,0,0,1,0.1,0.2,0.0,26.6755,23.95,31.15
2017-02-14,956.0,435.0,0.0,164.0,83.0,0.0,2.0,1.0,0.0,1,0,1,3.875,6.3,1.4,27.706,24.4,32.1
2017-02-15,1103.0,489.0,1.0,136.0,87.0,0.0,5.0,2.0,0.0,2,0,1,0.05,0.2,0.0,28.354,25.45,32.45
2017-02-16,1103.0,514.0,0.0,164.0,64.0,0.0,4.0,2.0,0.0,3,0,1,0.0,0.0,0.0,27.195999999999998,24.75,30.6
2017-02-17,783.0,323.0,0.0,151.0,62.0,0.0,3.0,2.0,0.0,4,0,1,7.3999999999999995,12.2,3.6,26.028,23.95,29.8
2017-02-18,726.0,339.0,0.0,106.0,39.0,0.0,3.0,1.0,0.0,5,0,1,19.766666666666666,29.0,13.5,25.738,23.4,30.5
2017-02-19,517.0,308.0,0.0,82.0,56.0,0.0,3.0,1.0,0.0,6,0,0,8.2,24.4,1.8,25.389000000000003,23.6,29.0
2017-02-20,872.0,405.0,1.0,153.0,76.0,0.0,3.0,3.0,0.0,0,0,1,17.65,30.0,11.8,26.88,22.799999999999997,30.8
2017-02-21,934.0,422.0,0.0,191.0,96.0,0.0,4.0,1.0,0.0,1,0,1,10.825,18.2,2.6,27.034,23.15,31.15
