,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,weekday,holiday,workingday,avg_pr,max_pr,min_pr,avg_tmp,min_tmp,max_tmp
2014-12-16,229.0,125.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,1,0,1,4.966666666666666,14.2,0.0,27.427500000000002,24.2,31.4
2014-12-17,308.0,171.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.551,25.0,32.05
2014-12-18,314.0,172.0,1.0,15.0,13.0,0.0,0.0,0.0,0.0,3,0,1,0.6,1.8,0.0,27.8855,23.55,32.45
2014-12-19,339.0,162.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.9475,25.5,32.1
2014-12-20,317.0,200.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.0125,25.8,32.0
2014-12-21,527.0,406.0,2.0,25.0,13.0,0.0,0.0,0.0,0.0,6,0,0,0.26666666666666666,0.6,0.0,27.8635,24.9,32.1
2014-12-22,408.0,252.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.9215,25.8,31.8
2014-12-23,413.0,218.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.8275,25.85,31.700000000000003
2014-12-24,217.0,120.0,1.0,4.0,6.0,0.0,1.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.8035,25.549999999999997,31.45
2014-12-25,373.0,256.0,2.0,23.0,2.0,0.0,0.0,1.0,0.0,3,1,0,0.0,0.0,0.0,27.5245,25.8,31.05
2014-12-26,475.0,306.0,3.0,21.0,6.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.719,25.35,31.200000000000003
2014-12-27,407.0,344.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,5,0,1,1.1666666666666667,3.5,0.0,27.924,25.65,31.6
2014-12-28,564.0,480.0,3.0,21.0,15.0,0.0,0.0,0.0,0.0,6,0,0,1.3666666666666665,3.8,0.0,27.738000000000003,25.7,31.2
2014-12-29,509.0,353.0,2.0,19.0,23.0,0.0,1.0,0.0,0.0,0,0,1,10.333333333333334,24.0,0.0,27.22,23.1,31.049999999999997
2014-12-30,417.0,318.0,5.0,17.0,9.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.266,23.549999999999997,31.3
2014-12-31,232.0,172.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,2,0,1,4.65,18.0,0.0,27.3735,24.85,31.3
2015-01-01,274.0,243.0,5.0,15.0,10.0,0.0,3.0,0.0,0.0,3,1,0,0.0,0.0,0.0,27.377499999999998,24.7,31.6
2015-01-02,452.0,308.0,0.0,14.0,12.0,0.0,1.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.183000000000003,22.65,31.6
2015-01-03,353.0,256.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,5,0,1,28.25,66.6,0.0,,22.85,29.3
2015-01-04,575.0,558.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,6,1,0,40.050000000000004,132.0,0.0,26.64,23.1,31.2
2015-01-05,496.0,335.0,3.0,20.0,10.0,1.0,0.0,0.0,0.0,0,1,0,0.025,0.1,0.0,27.26,22.4,30.8
2015-01-06,522.0,386.0,2.0,15.0,18.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,26.8735,24.549999999999997,30.549999999999997
2015-01-07,472.0,341.0,0.0,31.0,20.0,0.0,0.0,0.0,0.0,2,0,1,6.975,16.8,0.0,26.9075,24.4,30.35
2015-01-08,510.0,386.0,0.0,43.0,32.0,0.0,0.0,0.0,0.0,3,0,1,2.35,8.4,0.0,27.3415,24.799999999999997,30.85
2015-01-09,480.0,302.0,2.0,17.0,8.0,0.0,0.0,0.0,0.0,4,0,1,1.825,6.6,0.0,27.7845,23.85,31.35
2015-01-10,495.0,352.0,1.0,27.0,16.0,0.0,0.0,0.0,0.0,5,0,1,0.25,1.0,0.0,27.419,25.6,30.549999999999997
2015-01-11,515.0,437.0,3.0,24.0,12.0,0.0,0.0,0.0,0.0,6,0,0,0.925,2.2,0.0,27.579500000000003,24.9,31.25
2015-01-12,437.0,359.0,5.0,21.0,11.0,1.0,0.0,0.0,0.0,0,0,1,0.4,1.6,0.0,27.559,25.049999999999997,31.299999999999997
2015-01-13,524.0,400.0,5.0,21.0,12.0,1.0,0.0,0.0,0.0,1,0,1,1.275,3.9,0.0,27.6815,24.7,31.55
2015-01-14,564.0,414.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.772,25.25,31.85
2015-01-15,472.0,362.0,3.0,17.0,7.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.939,24.85,32.05
2015-01-16,468.0,309.0,2.0,19.0,11.0,0.0,0.0,1.0,0.0,4,0,1,0.0,0.0,0.0,28.0545,25.3,32.0
2015-01-17,499.0,362.0,3.0,16.0,14.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.956,26.049999999999997,31.75
2015-01-18,519.0,494.0,1.0,38.0,35.0,0.0,1.0,0.0,0.0,6,0,0,0.9,3.0,0.0,27.6705,24.95,31.55
2015-01-19,500.0,353.0,1.0,17.0,8.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.698499999999996,25.6,31.849999999999998
2015-01-20,547.0,421.0,4.0,13.0,8.0,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.7665,23.8,31.9
2015-01-21,468.0,379.0,1.0,21.0,8.0,0.0,0.0,0.0,0.0,2,0,1,1.0,4.0,0.0,27.9555,24.9,31.65
2015-01-22,506.0,378.0,4.0,26.0,18.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.0,0.0,27.649500000000003,25.9,31.75
2015-01-23,470.0,314.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.7725,25.049999999999997,31.65
2015-01-24,420.0,385.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,5,0,1,0.7,2.8,0.0,27.91,24.55,31.85
2015-01-25,473.0,498.0,2.0,24.0,15.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.884,25.85,32.3
2015-01-26,499.0,358.0,1.0,17.0,7.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.9585,24.65,32.25
2015-01-27,503.0,375.0,1.0,13.0,15.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.714,25.6,31.9
2015-01-28,528.0,365.0,1.0,26.0,17.0,0.0,0.0,0.0,0.0,2,0,1,0.15,0.6,0.0,27.451999999999998,24.0,32.15
2015-01-29,453.0,299.0,3.0,21.0,8.0,0.0,0.0,1.0,0.0,3,0,1,0.0,0.0,0.0,27.485999999999997,23.4,32.150000000000006
2015-01-30,465.0,276.0,5.0,23.0,18.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.6155,23.4,32.4
2015-01-31,424.0,304.0,1.0,22.0,8.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.113500000000002,23.549999999999997,32.5
2015-02-01,497.0,474.0,2.0,36.0,18.0,0.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.599,25.65,32.7
2015-02-02,442.0,315.0,0.0,24.0,18.0,0.0,0.0,0.0,0.0,0,0,1,1.0333333333333334,2.6,0.0,28.354,26.049999999999997,32.05
2015-02-03,507.0,320.0,1.0,24.0,17.0,0.0,0.0,0.0,0.0,1,0,1,0.175,0.6,0.0,28.2545,25.200000000000003,31.85
2015-02-04,451.0,295.0,3.0,22.0,8.0,0.0,0.0,0.0,0.0,2,0,1,0.3,0.7,0.0,28.2295,25.950000000000003,32.55
2015-02-05,433.0,255.0,2.0,37.0,11.0,0.0,0.0,0.0,0.0,3,0,1,0.45,1.0,0.0,28.118499999999997,25.450000000000003,32.6
2015-02-06,423.0,311.0,1.0,22.0,18.0,0.0,0.0,0.0,0.0,4,0,1,0.0,0.0,0.0,28.1405,25.05,32.599999999999994
2015-02-07,397.0,259.0,3.0,24.0,11.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,28.1675,24.3,32.95
2015-02-08,510.0,494.0,1.0,28.0,26.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,28.353499999999997,24.65,33.05
2015-02-09,373.0,245.0,3.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,28.594,24.65,32.900000000000006
2015-02-10,416.0,245.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,28.674500000000002,25.25,32.95
2015-02-11,382.0,237.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,28.6075,26.4,32.95
2015-02-12,355.0,208.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,3,0,1,0.025,0.1,0.0,28.547,26.35,33.05
2015-02-13,281.0,193.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,4,0,1,0.5,2.0,0.0,28.5835,26.200000000000003,32.95
2015-02-14,330.0,245.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,5,0,1,0.025,0.1,0.0,28.616,25.8,32.85
2015-02-15,422.0,330.0,1.0,20.0,9.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.939,25.65,32.0
2015-02-16,387.0,348.0,2.0,11.0,10.0,0.0,1.0,0.0,0.0,0,1,0,1.35,5.0,0.0,27.730999999999998,25.65,31.75
2015-02-17,345.0,247.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,1,1,0,0.9,2.0,0.0,27.7685,24.95,32.55
